comp_action_id,employee_id,effective_date,action_type,previous_base_salary,new_base_salary,bonus_target_pct,equity_grant_cad,department_id,role_id
CMP-001212,EMP-00534,2024-02-09,Annual Adjustment,137000,140480,0.1,0,DPT-009,ROL-008
CMP-001213,EMP-00534,2025-03-31,Annual Adjustment,137000,140767,0.1,0,DPT-009,ROL-008
CMP-001214,EMP-00534,2025-09-24,Termination,137000,0,0,0,DPT-009,ROL-008
CMP-001215,EMP-00535,2022-11-17,Hire,163000,181000,0.2,181000,DPT-001,ROL-025
CMP-001216,EMP-00535,2023-08-30,Annual Adjustment,181000,189134,0.2,0,DPT-001,ROL-025
CMP-001217,EMP-00536,2025-01-21,Hire,113000,126000,0.1,25200,DPT-012,ROL-014
CMP-001218,EMP-00536,2026-01-14,Equity Refresh,126000,126000,0.1,21818,DPT-012,ROL-014
CMP-001219,EMP-00537,2024-03-14,Hire,65000,71000,0.1,14200,DPT-017,ROL-015
CMP-001220,EMP-00537,2024-12-26,Promotion,71000,86293,0.1,0,DPT-017,ROL-015
CMP-001221,EMP-00537,2025-07-07,Annual Adjustment,71000,74473,0.1,0,DPT-017,ROL-015
CMP-001222,EMP-00538,2024-08-30,Hire,78000,88000,0.1,17600,DPT-002,ROL-001
CMP-001223,EMP-00538,2025-07-28,Annual Adjustment,88000,91256,0.1,0,DPT-002,ROL-001
CMP-001224,EMP-00538,2026-04-02,Annual Adjustment,88000,91197,0.1,0,DPT-002,ROL-001
CMP-001225,EMP-00539,2023-07-05,Hire,280000,324000,0.2,324000,DPT-007,ROL-032
CMP-001226,EMP-00539,2024-02-12,Annual Adjustment,324000,335079,0.2,0,DPT-007,ROL-032
CMP-001227,EMP-00540,2023-11-11,Hire,96000,105000,0.1,21000,DPT-012,ROL-013
CMP-001228,EMP-00540,2024-09-01,Annual Adjustment,105000,107993,0.1,0,DPT-012,ROL-013
CMP-001229,EMP-00540,2025-05-26,Termination,105000,0,0,0,DPT-012,ROL-013
CMP-001230,EMP-00541,2022-02-24,Hire,127000,141000,0.1,28200,DPT-014,ROL-012
CMP-001231,EMP-00541,2023-02-18,Annual Adjustment,141000,144099,0.1,0,DPT-014,ROL-012
CMP-001232,EMP-00541,2023-11-02,Annual Adjustment,141000,146316,0.1,0,DPT-014,ROL-012
CMP-001233,EMP-00542,2024-06-08,Hire,60000,68000,0.1,13600,DPT-020,ROL-015
CMP-001234,EMP-00542,2025-06-05,Annual Adjustment,68000,69571,0.1,0,DPT-020,ROL-015
CMP-001235,EMP-00543,2023-04-20,Hire,108000,127000,0.1,25400,DPT-002,ROL-003
CMP-001236,EMP-00543,2024-01-03,Promotion,127000,147481,0.1,0,DPT-002,ROL-003
CMP-001237,EMP-00543,2024-07-13,Annual Adjustment,127000,131474,0.1,0,DPT-002,ROL-003
CMP-001238,EMP-00543,2025-08-21,Annual Adjustment,127000,132591,0.1,0,DPT-002,ROL-003
CMP-001239,EMP-00544,2026-05-13,Hire,172000,191000,0.2,191000,DPT-001,ROL-025
CMP-001240,EMP-00545,2026-01-22,Hire,196000,223000,0.2,223000,DPT-023,ROL-026
CMP-001241,EMP-00546,2022-03-08,Hire,130000,142000,0.1,28400,DPT-021,ROL-024
CMP-001242,EMP-00546,2023-04-23,Annual Adjustment,142000,147062,0.1,0,DPT-021,ROL-024
CMP-001243,EMP-00546,2024-05-07,Annual Adjustment,142000,146131,0.1,0,DPT-021,ROL-024
CMP-001244,EMP-00546,2025-04-06,Termination,142000,0,0,0,DPT-021,ROL-024
CMP-001245,EMP-00547,2025-01-26,Hire,105000,124000,0.1,24800,DPT-004,ROL-003
CMP-001246,EMP-00547,2026-02-23,Promotion,124000,137819,0.1,0,DPT-004,ROL-003
CMP-001247,EMP-00548,2025-06-17,Hire,117000,132000,0.1,26400,DPT-009,ROL-008
CMP-001248,EMP-00548,2026-05-14,Annual Adjustment,132000,137343,0.1,0,DPT-009,ROL-008
CMP-001249,EMP-00549,2026-04-07,Hire,77000,87000,0.1,17400,DPT-018,ROL-016
CMP-001250,EMP-00550,2025-08-02,Hire,120000,139000,0.1,27800,DPT-012,ROL-012
CMP-001251,EMP-00551,2024-07-03,Hire,108000,125000,0.1,25000,DPT-020,ROL-017
CMP-001252,EMP-00551,2025-04-01,Equity Refresh,125000,125000,0.1,37152,DPT-020,ROL-017
CMP-001253,EMP-00551,2025-10-05,Equity Refresh,125000,125000,0.1,33876,DPT-020,ROL-017
CMP-001254,EMP-00552,2025-06-16,Hire,129000,143000,0.1,28600,DPT-009,ROL-021
CMP-001255,EMP-00552,2026-03-15,Annual Adjustment,143000,148816,0.1,0,DPT-009,ROL-021
CMP-001256,EMP-00553,2023-03-03,Hire,92000,108000,0.1,21600,DPT-002,ROL-002
CMP-001257,EMP-00553,2023-12-15,Equity Refresh,108000,108000,0.1,31730,DPT-002,ROL-002
CMP-001258,EMP-00553,2024-09-14,Promotion,108000,118838,0.1,0,DPT-002,ROL-002
CMP-001259,EMP-00553,2025-03-27,Promotion,108000,129695,0.1,0,DPT-002,ROL-002
CMP-001260,EMP-00553,2025-09-20,Termination,108000,0,0,0,DPT-002,ROL-002
CMP-001261,EMP-00554,2020-06-18,Hire,229000,261000,0.2,261000,DPT-018,ROL-027
CMP-001262,EMP-00554,2021-02-12,Annual Adjustment,261000,270837,0.2,0,DPT-018,ROL-027
CMP-001263,EMP-00555,2020-08-05,Hire,148000,163000,0.1,81500,DPT-005,ROL-004
CMP-001264,EMP-00555,2021-02-07,Annual Adjustment,163000,169617,0.1,0,DPT-005,ROL-004
CMP-001265,EMP-00556,2025-12-11,Hire,123000,144000,0.1,28800,DPT-014,ROL-012
CMP-001266,EMP-00557,2022-11-02,Hire,160000,184000,0.2,184000,DPT-016,ROL-031
CMP-001267,EMP-00557,2023-12-04,Equity Refresh,184000,184000,0.2,125576,DPT-016,ROL-031
CMP-001268,EMP-00557,2024-12-02,Termination,184000,0,0,0,DPT-016,ROL-031
CMP-001269,EMP-00558,2024-11-28,Hire,74000,87000,0.1,17400,DPT-017,ROL-016
CMP-001270,EMP-00558,2025-09-14,Annual Adjustment,87000,90772,0.1,0,DPT-017,ROL-016
CMP-001271,EMP-00559,2024-01-22,Hire,168000,190000,0.2,190000,DPT-013,ROL-025
CMP-001272,EMP-00559,2025-02-20,Equity Refresh,190000,190000,0.2,151878,DPT-013,ROL-025
CMP-001273,EMP-00559,2026-04-11,Equity Refresh,190000,190000,0.2,109251,DPT-013,ROL-025
CMP-001274,EMP-00560,2023-07-21,Hire,151000,168000,0.1,84000,DPT-001,ROL-004
CMP-001275,EMP-00560,2024-08-22,Equity Refresh,168000,168000,0.1,119569,DPT-001,ROL-004
CMP-001276,EMP-00560,2025-09-27,Equity Refresh,168000,168000,0.1,58490,DPT-001,ROL-004
CMP-001277,EMP-00561,2025-06-05,Hire,77000,84000,0.1,16800,DPT-001,ROL-001
CMP-001278,EMP-00561,2025-12-16,Annual Adjustment,84000,85926,0.1,0,DPT-001,ROL-001
CMP-001279,EMP-00562,2024-05-19,Hire,116000,134000,0.1,26800,DPT-007,ROL-003
CMP-001280,EMP-00563,2021-05-30,Hire,247000,289000,0.2,289000,DPT-015,ROL-034
CMP-001281,EMP-00563,2022-02-09,Annual Adjustment,289000,305231,0.2,0,DPT-015,ROL-034
CMP-001282,EMP-00563,2023-03-08,Annual Adjustment,289000,298056,0.2,0,DPT-015,ROL-034
CMP-001283,EMP-00564,2024-06-12,Hire,115000,134000,0.1,26800,DPT-009,ROL-021
CMP-001284,EMP-00564,2025-04-12,Annual Adjustment,134000,141478,0.1,0,DPT-009,ROL-021
CMP-001285,EMP-00565,2023-05-27,Hire,175000,195000,0.2,195000,DPT-001,ROL-025
CMP-001286,EMP-00565,2023-12-16,Promotion,195000,230298,0.2,0,DPT-001,ROL-025
CMP-001287,EMP-00565,2024-12-24,Promotion,195000,217518,0.2,0,DPT-001,ROL-025
CMP-001288,EMP-00566,2024-03-07,Hire,103000,114000,0.1,22800,DPT-006,ROL-002
CMP-001289,EMP-00567,2024-09-30,Hire,92000,104000,0.1,20800,DPT-021,ROL-023
CMP-001290,EMP-00567,2025-06-14,Promotion,104000,120232,0.1,0,DPT-021,ROL-023
CMP-001291,EMP-00568,2024-03-08,Hire,78000,88000,0.1,17600,DPT-016,ROL-016
CMP-001292,EMP-00568,2024-12-09,Annual Adjustment,88000,90046,0.1,0,DPT-016,ROL-016
CMP-001293,EMP-00568,2025-09-18,Equity Refresh,88000,88000,0.1,16791,DPT-016,ROL-016
CMP-001294,EMP-00569,2025-04-04,Hire,98000,111000,0.1,22200,DPT-006,ROL-002
CMP-001295,EMP-00569,2026-02-25,Annual Adjustment,111000,114220,0.1,0,DPT-006,ROL-002
CMP-001296,EMP-00570,2024-10-19,Hire,122000,133000,0.1,26600,DPT-002,ROL-003
CMP-001297,EMP-00571,2025-09-11,Hire,76000,88000,0.1,17600,DPT-019,ROL-016
CMP-001298,EMP-00572,2023-01-03,Hire,120000,137000,0.1,27400,DPT-009,ROL-008
CMP-001299,EMP-00573,2026-04-22,Hire,262000,301000,0.2,301000,DPT-026,ROL-034
CMP-001300,EMP-00574,2023-04-25,Hire,74000,82000,0.1,16400,DPT-011,ROL-010
CMP-001301,EMP-00575,2026-04-07,Hire,148000,163000,0.1,81500,DPT-001,ROL-004
CMP-001302,EMP-00576,2024-03-27,Hire,146000,159000,0.1,79500,DPT-002,ROL-004
CMP-001303,EMP-00576,2024-09-26,Annual Adjustment,159000,162733,0.1,0,DPT-002,ROL-004
CMP-001304,EMP-00576,2025-04-20,Promotion,159000,180325,0.1,0,DPT-002,ROL-004
CMP-001305,EMP-00577,2025-03-02,Hire,121000,132000,0.1,26400,DPT-021,ROL-024
CMP-001306,EMP-00577,2025-11-15,Annual Adjustment,132000,135561,0.1,0,DPT-021,ROL-024
CMP-001307,EMP-00578,2025-02-05,Hire,192000,210000,0.2,210000,DPT-018,ROL-026
CMP-001308,EMP-00578,2026-03-18,Annual Adjustment,210000,221885,0.2,0,DPT-018,ROL-026
CMP-001309,EMP-00579,2020-06-01,Hire,180000,211000,0.2,211000,DPT-005,ROL-030
CMP-001310,EMP-00579,2021-03-20,Promotion,211000,236219,0.2,0,DPT-005,ROL-030
CMP-001311,EMP-00579,2022-01-15,Annual Adjustment,211000,216087,0.2,0,DPT-005,ROL-030
CMP-001312,EMP-00580,2022-03-10,Hire,257000,300000,0.2,300000,DPT-001,ROL-033
CMP-001313,EMP-00580,2023-04-16,Annual Adjustment,300000,315816,0.2,0,DPT-001,ROL-033
CMP-001314,EMP-00581,2025-11-24,Hire,164000,186000,0.2,186000,DPT-016,ROL-031
CMP-001315,EMP-00582,2024-06-25,Hire,99000,108000,0.1,21600,DPT-011,ROL-013
CMP-001316,EMP-00582,2025-04-06,Annual Adjustment,108000,112496,0.1,0,DPT-011,ROL-013
CMP-001317,EMP-00582,2025-10-29,Equity Refresh,108000,108000,0.1,27725,DPT-011,ROL-013
CMP-001318,EMP-00583,2021-06-05,Hire,202000,226000,0.2,226000,DPT-004,ROL-028
CMP-001319,EMP-00583,2022-03-03,Annual Adjustment,226000,232493,0.2,0,DPT-004,ROL-028
CMP-001320,EMP-00583,2022-10-21,Annual Adjustment,226000,234309,0.2,0,DPT-004,ROL-028
CMP-001321,EMP-00584,2025-03-05,Hire,182000,212000,0.2,212000,DPT-018,ROL-029
CMP-001322,EMP-00585,2025-01-19,Hire,110000,129000,0.1,25800,DPT-010,ROL-021
CMP-001323,EMP-00585,2026-03-11,Promotion,129000,149523,0.1,0,DPT-010,ROL-021
CMP-001324,EMP-00586,2024-12-29,Hire,120000,133000,0.1,26600,DPT-009,ROL-021
CMP-001325,EMP-00586,2026-01-28,Annual Adjustment,133000,139358,0.1,0,DPT-009,ROL-021
CMP-001326,EMP-00587,2025-10-19,Hire,113000,132000,0.1,26400,DPT-004,ROL-003
CMP-001327,EMP-00588,2021-11-29,Hire,170000,186000,0.2,186000,DPT-004,ROL-031
CMP-001328,EMP-00588,2022-12-12,Annual Adjustment,186000,190258,0.2,0,DPT-004,ROL-031
CMP-001329,EMP-00588,2023-07-12,Promotion,186000,206974,0.2,0,DPT-004,ROL-031
CMP-001330,EMP-00588,2026-01-17,Termination,186000,0,0,0,DPT-004,ROL-031
CMP-001331,EMP-00589,2023-04-28,Hire,78000,86000,0.1,17200,DPT-011,ROL-010
CMP-001332,EMP-00589,2023-12-10,Annual Adjustment,86000,90214,0.1,0,DPT-011,ROL-010
CMP-001333,EMP-00590,2024-07-21,Hire,78000,90000,0.1,18000,DPT-019,ROL-016
CMP-001334,EMP-00590,2025-05-28,Annual Adjustment,90000,95359,0.1,0,DPT-019,ROL-016
CMP-001335,EMP-00591,2021-05-26,Hire,225000,261000,0.2,261000,DPT-001,ROL-027
CMP-001336,EMP-00592,2023-03-12,Hire,70000,81000,0.1,16200,DPT-011,ROL-010
CMP-001337,EMP-00592,2023-09-20,Promotion,81000,92420,0.1,0,DPT-011,ROL-010
CMP-001338,EMP-00592,2026-04-27,Termination,81000,0,0,0,DPT-011,ROL-010
CMP-001339,EMP-00593,2024-07-07,Hire,90000,105000,0.1,21000,DPT-014,ROL-011
CMP-001340,EMP-00593,2025-05-07,Annual Adjustment,105000,107471,0.1,0,DPT-014,ROL-011
CMP-001341,EMP-00594,2023-06-24,Hire,152000,168000,0.1,84000,DPT-005,ROL-004
CMP-001342,EMP-00594,2024-07-08,Promotion,168000,201054,0.1,0,DPT-005,ROL-004
CMP-001343,EMP-00595,2023-04-26,Hire,68000,78000,0.1,15600,DPT-026,ROL-022
CMP-001344,EMP-00595,2023-10-27,Annual Adjustment,78000,79879,0.1,0,DPT-026,ROL-022
CMP-001345,EMP-00595,2024-07-11,Equity Refresh,78000,78000,0.1,13763,DPT-026,ROL-022
CMP-001346,EMP-00596,2025-02-07,Hire,111000,130000,0.1,26000,DPT-001,ROL-003
CMP-001347,EMP-00597,2024-08-19,Hire,99000,111000,0.1,22200,DPT-001,ROL-002
CMP-001348,EMP-00597,2025-07-14,Promotion,111000,132944,0.1,0,DPT-001,ROL-002
CMP-001349,EMP-00597,2026-02-21,Annual Adjustment,111000,113340,0.1,0,DPT-001,ROL-002
CMP-001350,EMP-00598,2023-10-07,Hire,121000,132000,0.1,26400,DPT-026,ROL-024
CMP-001351,EMP-00598,2024-04-12,Promotion,132000,146831,0.1,0,DPT-026,ROL-024
CMP-001352,EMP-00598,2024-11-17,Annual Adjustment,132000,136698,0.1,0,DPT-026,ROL-024
CMP-001353,EMP-00598,2025-11-23,Annual Adjustment,132000,139051,0.1,0,DPT-026,ROL-024
CMP-001354,EMP-00599,2024-09-19,Hire,171000,194000,0.2,194000,DPT-021,ROL-025
CMP-001355,EMP-00599,2025-08-21,Equity Refresh,194000,194000,0.2,274704,DPT-021,ROL-025
CMP-001356,EMP-00600,2024-08-24,Hire,71000,82000,0.1,16400,DPT-023,ROL-022
CMP-001357,EMP-00600,2025-06-08,Annual Adjustment,82000,85482,0.1,0,DPT-023,ROL-022
CMP-001358,EMP-00601,2024-07-26,Hire,119000,130000,0.1,26000,DPT-006,ROL-003
CMP-001359,EMP-00601,2025-06-06,Termination,130000,0,0,0,DPT-006,ROL-003
CMP-001360,EMP-00602,2024-08-31,Hire,68000,80000,0.1,16000,DPT-022,ROL-022
CMP-001361,EMP-00602,2025-10-02,Annual Adjustment,80000,82533,0.1,0,DPT-022,ROL-022
CMP-001362,EMP-00603,2024-10-26,Hire,94000,105000,0.1,21000,DPT-005,ROL-002
CMP-001363,EMP-00603,2025-08-21,Annual Adjustment,105000,109704,0.1,0,DPT-005,ROL-002
CMP-001364,EMP-00603,2025-12-10,Termination,105000,0,0,0,DPT-005,ROL-002
CMP-001365,EMP-00604,2024-07-02,Hire,273000,320000,0.2,320000,DPT-020,ROL-032
CMP-001366,EMP-00604,2025-03-03,Equity Refresh,320000,320000,0.2,460034,DPT-020,ROL-032
CMP-001367,EMP-00605,2024-07-08,Hire,89000,101000,0.1,20200,DPT-011,ROL-013
CMP-001368,EMP-00605,2025-02-21,Equity Refresh,101000,101000,0.1,12660,DPT-011,ROL-013
CMP-001369,EMP-00605,2026-01-06,Annual Adjustment,101000,105311,0.1,0,DPT-011,ROL-013
CMP-001370,EMP-00606,2023-07-01,Hire,176000,204000,0.2,204000,DPT-002,ROL-029
CMP-001371,EMP-00606,2024-01-11,Equity Refresh,204000,204000,0.2,258636,DPT-002,ROL-029
CMP-001372,EMP-00606,2025-08-20,Termination,204000,0,0,0,DPT-002,ROL-029
CMP-001373,EMP-00607,2022-05-09,Hire,77000,85000,0.1,17000,DPT-003,ROL-001
CMP-001374,EMP-00607,2023-04-14,Equity Refresh,85000,85000,0.1,11693,DPT-003,ROL-001
CMP-001375,EMP-00607,2025-09-08,Termination,85000,0,0,0,DPT-003,ROL-001
CMP-001376,EMP-00608,2023-05-12,Hire,182000,201000,0.2,201000,DPT-020,ROL-030
CMP-001377,EMP-00608,2023-12-10,Annual Adjustment,201000,210292,0.2,0,DPT-020,ROL-030
CMP-001378,EMP-00609,2024-09-04,Hire,99000,113000,0.1,22600,DPT-002,ROL-002
CMP-001379,EMP-00609,2025-07-26,Annual Adjustment,113000,115795,0.1,0,DPT-002,ROL-002
CMP-001380,EMP-00610,2024-11-20,Hire,71000,80000,0.1,16000,DPT-020,ROL-019
CMP-001381,EMP-00610,2025-09-11,Annual Adjustment,80000,82413,0.1,0,DPT-020,ROL-019
CMP-001382,EMP-00610,2026-05-06,Promotion,80000,90876,0.1,0,DPT-020,ROL-019
CMP-001383,EMP-00611,2023-10-14,Hire,97000,106000,0.1,21200,DPT-021,ROL-023
CMP-001384,EMP-00611,2024-05-03,Promotion,106000,117711,0.1,0,DPT-021,ROL-023
CMP-001385,EMP-00612,2022-04-24,Hire,218000,247000,0.2,247000,DPT-016,ROL-028
CMP-001386,EMP-00612,2022-11-04,Annual Adjustment,247000,259417,0.2,0,DPT-016,ROL-028
CMP-001387,EMP-00613,2025-05-04,Hire,124000,144000,0.1,28800,DPT-012,ROL-012
CMP-001388,EMP-00614,2023-10-07,Hire,93000,106000,0.1,21200,DPT-021,ROL-023
CMP-001389,EMP-00614,2024-09-08,Equity Refresh,106000,106000,0.1,13598,DPT-021,ROL-023
CMP-001390,EMP-00614,2025-07-08,Promotion,106000,128612,0.1,0,DPT-021,ROL-023
CMP-001391,EMP-00615,2024-04-29,Hire,98000,108000,0.1,21600,DPT-023,ROL-023
CMP-001392,EMP-00615,2025-02-10,Annual Adjustment,108000,110358,0.1,0,DPT-023,ROL-023
CMP-001393,EMP-00615,2025-12-05,Annual Adjustment,108000,111667,0.1,0,DPT-023,ROL-023
CMP-001394,EMP-00616,2022-01-15,Hire,163000,185000,0.2,185000,DPT-025,ROL-031
CMP-001395,EMP-00616,2022-11-11,Annual Adjustment,185000,195126,0.2,0,DPT-025,ROL-031
CMP-001396,EMP-00616,2023-09-12,Annual Adjustment,185000,193603,0.2,0,DPT-025,ROL-031
CMP-001397,EMP-00616,2024-09-10,Equity Refresh,185000,185000,0.2,119066,DPT-025,ROL-031
CMP-001398,EMP-00617,2024-10-24,Hire,96000,105000,0.1,21000,DPT-009,ROL-007
CMP-001399,EMP-00617,2025-12-17,Annual Adjustment,105000,111117,0.1,0,DPT-009,ROL-007
CMP-001400,EMP-00618,2024-01-31,Hire,247000,282000,0.2,282000,DPT-019,ROL-027
CMP-001401,EMP-00618,2025-02-15,Equity Refresh,282000,282000,0.2,164187,DPT-019,ROL-027
CMP-001402,EMP-00619,2025-09-11,Hire,96000,112000,0.1,22400,DPT-017,ROL-017
CMP-001403,EMP-00620,2020-11-16,Hire,163000,190000,0.2,190000,DPT-001,ROL-025
CMP-001404,EMP-00620,2021-10-04,Annual Adjustment,190000,199545,0.2,0,DPT-001,ROL-025
CMP-001405,EMP-00620,2022-10-18,Promotion,190000,225917,0.2,0,DPT-001,ROL-025
CMP-001406,EMP-00621,2024-05-29,Hire,75000,82000,0.1,16400,DPT-020,ROL-019
CMP-001407,EMP-00621,2025-03-18,Annual Adjustment,82000,86308,0.1,0,DPT-020,ROL-019
CMP-001408,EMP-00621,2026-02-09,Annual Adjustment,82000,86002,0.1,0,DPT-020,ROL-019
CMP-001409,EMP-00622,2025-12-25,Hire,60000,70000,0.1,14000,DPT-016,ROL-015
CMP-001410,EMP-00623,2024-05-05,Hire,112000,131000,0.1,26200,DPT-009,ROL-021
CMP-001411,EMP-00623,2024-11-18,Annual Adjustment,131000,133712,0.1,0,DPT-009,ROL-021
CMP-001412,EMP-00623,2025-03-20,Termination,131000,0,0,0,DPT-009,ROL-021
CMP-001413,EMP-00624,2024-11-23,Hire,76000,83000,0.1,16600,DPT-025,ROL-022
CMP-001414,EMP-00624,2025-07-01,Promotion,83000,100059,0.1,0,DPT-025,ROL-022
CMP-001415,EMP-00625,2021-10-17,Hire,295000,338000,0.2,338000,DPT-002,ROL-032
CMP-001416,EMP-00625,2022-06-19,Promotion,338000,400161,0.2,0,DPT-002,ROL-032
CMP-001417,EMP-00625,2023-07-21,Annual Adjustment,338000,346945,0.2,0,DPT-002,ROL-032
CMP-001418,EMP-00625,2024-02-15,Termination,338000,0,0,0,DPT-002,ROL-032
CMP-001419,EMP-00626,2020-07-15,Hire,157000,174000,0.1,87000,DPT-007,ROL-004
CMP-001420,EMP-00626,2021-03-04,Equity Refresh,174000,174000,0.1,88484,DPT-007,ROL-004
CMP-001421,EMP-00627,2023-02-12,Hire,75000,88000,0.1,17600,DPT-016,ROL-016
CMP-001422,EMP-00628,2024-12-25,Hire,98000,108000,0.1,21600,DPT-023,ROL-023
CMP-001423,EMP-00629,2022-05-15,Hire,166000,187000,0.2,187000,DPT-001,ROL-025
CMP-001424,EMP-00629,2023-05-08,Equity Refresh,187000,187000,0.2,138670,DPT-001,ROL-025
CMP-001425,EMP-00630,2025-10-30,Hire,96000,111000,0.1,22200,DPT-006,ROL-002
CMP-001426,EMP-00631,2024-04-23,Hire,122000,137000,0.1,27400,DPT-009,ROL-008
CMP-001427,EMP-00631,2025-05-25,Annual Adjustment,137000,143647,0.1,0,DPT-009,ROL-008
CMP-001428,EMP-00631,2026-01-23,Termination,137000,0,0,0,DPT-009,ROL-008
CMP-001429,EMP-00632,2024-03-08,Hire,119000,130000,0.1,26000,DPT-003,ROL-003
CMP-001430,EMP-00633,2023-09-06,Hire,93000,104000,0.1,20800,DPT-023,ROL-023
CMP-001431,EMP-00633,2024-08-26,Annual Adjustment,104000,106951,0.1,0,DPT-023,ROL-023
CMP-001432,EMP-00633,2025-10-01,Annual Adjustment,104000,108767,0.1,0,DPT-023,ROL-023
CMP-001433,EMP-00634,2024-12-16,Hire,111000,125000,0.1,25000,DPT-001,ROL-003
CMP-001434,EMP-00634,2025-09-27,Annual Adjustment,125000,128560,0.1,0,DPT-001,ROL-003
CMP-001435,EMP-00635,2021-12-25,Hire,298000,349000,0.2,349000,DPT-004,ROL-032
CMP-001436,EMP-00635,2022-11-03,Annual Adjustment,349000,369410,0.2,0,DPT-004,ROL-032
CMP-001437,EMP-00635,2023-12-19,Equity Refresh,349000,349000,0.2,357331,DPT-004,ROL-032
CMP-001438,EMP-00635,2025-09-07,Termination,349000,0,0,0,DPT-004,ROL-032
CMP-001439,EMP-00636,2023-02-28,Hire,70000,80000,0.1,16000,DPT-025,ROL-022
CMP-001440,EMP-00637,2025-07-24,Hire,162000,190000,0.2,190000,DPT-016,ROL-025
CMP-001441,EMP-00638,2024-08-12,Hire,94000,107000,0.1,21400,DPT-023,ROL-023
CMP-001442,EMP-00638,2025-10-02,Termination,107000,0,0,0,DPT-023,ROL-023
CMP-001443,EMP-00639,2024-05-27,Hire,84000,92000,0.1,18400,DPT-006,ROL-001
CMP-001444,EMP-00639,2025-05-01,Equity Refresh,92000,92000,0.1,11596,DPT-006,ROL-001
CMP-001445,EMP-00639,2026-05-04,Equity Refresh,92000,92000,0.1,16153,DPT-006,ROL-001
CMP-001446,EMP-00640,2024-06-11,Hire,141000,163000,0.1,32600,DPT-009,ROL-009
CMP-001447,EMP-00640,2025-04-09,Annual Adjustment,163000,168055,0.1,0,DPT-009,ROL-009
CMP-001448,EMP-00640,2025-06-16,Termination,163000,0,0,0,DPT-009,ROL-009
CMP-001449,EMP-00641,2023-06-26,Hire,104000,118000,0.1,23600,DPT-019,ROL-017
CMP-001450,EMP-00641,2024-03-21,Annual Adjustment,118000,124931,0.1,0,DPT-019,ROL-017
CMP-001451,EMP-00641,2024-11-13,Promotion,118000,137856,0.1,0,DPT-019,ROL-017
CMP-001452,EMP-00641,2025-07-15,Termination,118000,0,0,0,DPT-019,ROL-017
CMP-001453,EMP-00642,2024-06-11,Hire,101000,110000,0.1,22000,DPT-009,ROL-020
CMP-001454,EMP-00642,2025-07-31,Equity Refresh,110000,110000,0.1,13209,DPT-009,ROL-020
CMP-001455,EMP-00643,2023-04-01,Hire,184000,214000,0.2,214000,DPT-017,ROL-029
CMP-001456,EMP-00643,2024-03-17,Annual Adjustment,214000,223466,0.2,0,DPT-017,ROL-029
CMP-001457,EMP-00644,2022-10-13,Hire,215000,249000,0.2,249000,DPT-002,ROL-028
CMP-001458,EMP-00644,2023-07-07,Annual Adjustment,249000,263374,0.2,0,DPT-002,ROL-028
CMP-001459,EMP-00644,2025-09-04,Termination,249000,0,0,0,DPT-002,ROL-028
CMP-001460,EMP-00645,2021-09-04,Hire,121000,135000,0.1,27000,DPT-011,ROL-012
CMP-001461,EMP-00645,2022-07-12,Equity Refresh,135000,135000,0.1,32294,DPT-011,ROL-012
CMP-001462,EMP-00645,2023-06-13,Annual Adjustment,135000,138552,0.1,0,DPT-011,ROL-012
CMP-001463,EMP-00646,2022-07-28,Hire,126000,138000,0.1,27600,DPT-013,ROL-014
CMP-001464,EMP-00646,2023-01-24,Equity Refresh,138000,138000,0.1,18977,DPT-013,ROL-014
CMP-001465,EMP-00646,2023-11-02,Equity Refresh,138000,138000,0.1,16900,DPT-013,ROL-014
CMP-001466,EMP-00647,2021-10-15,Hire,290000,315000,0.2,315000,DPT-026,ROL-034
CMP-001467,EMP-00648,2024-05-15,Hire,93000,108000,0.1,21600,DPT-007,ROL-002
CMP-001468,EMP-00648,2025-04-14,Annual Adjustment,108000,112248,0.1,0,DPT-007,ROL-002
CMP-001469,EMP-00648,2025-10-14,Annual Adjustment,108000,113791,0.1,0,DPT-007,ROL-002
CMP-001470,EMP-00649,2023-02-04,Hire,78000,87000,0.1,17400,DPT-019,ROL-016
CMP-001471,EMP-00649,2024-01-26,Equity Refresh,87000,87000,0.1,15323,DPT-019,ROL-016
CMP-001472,EMP-00649,2024-10-12,Equity Refresh,87000,87000,0.1,10580,DPT-019,ROL-016
CMP-001473,EMP-00650,2022-10-12,Hire,73000,84000,0.1,16800,DPT-021,ROL-022
CMP-001474,EMP-00650,2023-08-29,Annual Adjustment,84000,87683,0.1,0,DPT-021,ROL-022
CMP-001475,EMP-00650,2024-03-23,Annual Adjustment,84000,86990,0.1,0,DPT-021,ROL-022
CMP-001476,EMP-00651,2022-01-19,Hire,144000,169000,0.1,33800,DPT-010,ROL-009
CMP-001477,EMP-00651,2022-10-08,Equity Refresh,169000,169000,0.1,44447,DPT-010,ROL-009
CMP-001478,EMP-00651,2023-04-11,Termination,169000,0,0,0,DPT-010,ROL-009
CMP-001479,EMP-00652,2024-09-06,Hire,94000,105000,0.1,21000,DPT-021,ROL-023
CMP-001480,EMP-00653,2023-10-12,Hire,162000,187000,0.2,187000,DPT-021,ROL-025
CMP-001481,EMP-00653,2024-05-04,Annual Adjustment,187000,193686,0.2,0,DPT-021,ROL-025
CMP-001482,EMP-00654,2024-03-14,Hire,69000,81000,0.1,16200,DPT-021,ROL-022
