training_record_id,employee_id,course_id,course_name,regulator,is_mandatory,due_date,completion_date,status,days_overdue,department_id,location_id
TRC-004611,EMP-00594,TRN-008,Workplace Respect & Harassment,Internal,Yes,2026-02-12,2026-01-13,Completed,0,DPT-005,LOC-001
TRC-004612,EMP-00594,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-09-04,,Overdue,262,DPT-005,LOC-001
TRC-004613,EMP-00594,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,,Upcoming,0,DPT-005,LOC-001
TRC-004614,EMP-00595,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-11-24,,Overdue,181,DPT-026,LOC-003
TRC-004615,EMP-00595,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-10-11,2025-09-05,Completed,0,DPT-026,LOC-003
TRC-004616,EMP-00595,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-06-26,2025-06-15,Completed,0,DPT-026,LOC-003
TRC-004617,EMP-00595,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-10-30,2025-09-29,Completed,0,DPT-026,LOC-003
TRC-004618,EMP-00595,TRN-005,Insider Trading Policy,Internal,Yes,2025-12-08,2025-11-03,Completed,0,DPT-026,LOC-003
TRC-004619,EMP-00595,TRN-006,Cyber Security Awareness,Internal,Yes,2026-02-24,2026-02-16,Completed,0,DPT-026,LOC-003
TRC-004620,EMP-00595,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-06-22,2024-06-06,Completed,0,DPT-026,LOC-003
TRC-004621,EMP-00595,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-12-30,2025-12-14,Completed,0,DPT-026,LOC-003
TRC-004622,EMP-00595,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-03-17,2026-02-19,Completed,0,DPT-026,LOC-003
TRC-004623,EMP-00595,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,,Upcoming,0,DPT-026,LOC-003
TRC-004624,EMP-00596,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-09-26,2025-08-26,Completed,0,DPT-001,LOC-003
TRC-004625,EMP-00596,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-02-01,2026-01-27,Completed,0,DPT-001,LOC-003
TRC-004626,EMP-00596,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-06-17,2025-06-15,Completed,0,DPT-001,LOC-003
TRC-004627,EMP-00596,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2024-09-03,2025-03-13,Completed,0,DPT-001,LOC-003
TRC-004628,EMP-00596,TRN-005,Insider Trading Policy,Internal,Yes,2025-11-18,2025-10-27,Completed,0,DPT-001,LOC-003
TRC-004629,EMP-00596,TRN-006,Cyber Security Awareness,Internal,Yes,2026-02-28,2026-02-16,Completed,0,DPT-001,LOC-003
TRC-004630,EMP-00596,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-07-16,2025-07-02,Completed,0,DPT-001,LOC-003
TRC-004631,EMP-00596,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-02-23,2025-03-12,Completed,0,DPT-001,LOC-003
TRC-004632,EMP-00596,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-03-13,,Overdue,72,DPT-001,LOC-003
TRC-004633,EMP-00596,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,2026-10-09,Completed,0,DPT-001,LOC-003
TRC-004634,EMP-00597,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-11-13,2025-10-07,Completed,0,DPT-001,LOC-001
TRC-004635,EMP-00597,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-10-24,2025-09-25,Completed,0,DPT-001,LOC-001
TRC-004636,EMP-00597,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-04-22,2026-04-12,Completed,0,DPT-001,LOC-001
TRC-004637,EMP-00597,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-07-17,2025-06-19,Completed,0,DPT-001,LOC-001
TRC-004638,EMP-00597,TRN-005,Insider Trading Policy,Internal,Yes,2025-11-23,2025-10-24,Completed,0,DPT-001,LOC-001
TRC-004639,EMP-00597,TRN-006,Cyber Security Awareness,Internal,Yes,2025-12-11,2025-10-30,Completed,0,DPT-001,LOC-001
TRC-004640,EMP-00597,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-02-01,2025-01-05,Completed,0,DPT-001,LOC-001
TRC-004641,EMP-00597,TRN-008,Workplace Respect & Harassment,Internal,Yes,2024-11-09,2024-11-04,Completed,0,DPT-001,LOC-001
TRC-004642,EMP-00597,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-09-10,2025-09-03,Completed,0,DPT-001,LOC-001
TRC-004643,EMP-00598,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-02-19,2026-02-14,Completed,0,DPT-026,LOC-004
TRC-004644,EMP-00598,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-07-04,2025-06-17,Completed,0,DPT-026,LOC-004
TRC-004645,EMP-00598,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-06-09,,Overdue,349,DPT-026,LOC-004
TRC-004646,EMP-00598,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-11-14,2025-10-25,Completed,0,DPT-026,LOC-004
TRC-004647,EMP-00598,TRN-005,Insider Trading Policy,Internal,Yes,2025-11-08,,Overdue,197,DPT-026,LOC-004
TRC-004648,EMP-00598,TRN-006,Cyber Security Awareness,Internal,Yes,2026-01-31,2026-01-25,Completed,0,DPT-026,LOC-004
TRC-004649,EMP-00598,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-04-22,2025-03-23,Completed,0,DPT-026,LOC-004
TRC-004650,EMP-00598,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-11-28,2025-11-26,Completed,0,DPT-026,LOC-004
TRC-004651,EMP-00598,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-08-23,2025-08-01,Completed,0,DPT-026,LOC-004
TRC-004652,EMP-00598,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,2026-10-15,Completed,0,DPT-026,LOC-004
TRC-004653,EMP-00599,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-11-19,2025-10-05,Completed,0,DPT-021,LOC-002
TRC-004654,EMP-00599,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-08-31,2025-07-17,Completed,0,DPT-021,LOC-002
TRC-004655,EMP-00599,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-06-28,2025-05-25,Completed,0,DPT-021,LOC-002
TRC-004656,EMP-00599,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-03-03,2025-02-08,Completed,0,DPT-021,LOC-002
TRC-004657,EMP-00599,TRN-005,Insider Trading Policy,Internal,Yes,2025-10-29,2025-09-25,Completed,0,DPT-021,LOC-002
TRC-004658,EMP-00599,TRN-006,Cyber Security Awareness,Internal,Yes,2026-01-11,2025-12-11,Completed,0,DPT-021,LOC-002
TRC-004659,EMP-00599,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2026-01-02,2025-12-26,Completed,0,DPT-021,LOC-002
TRC-004660,EMP-00599,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-12-15,2025-11-26,Completed,0,DPT-021,LOC-002
TRC-004661,EMP-00599,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-06-13,2025-04-30,Completed,0,DPT-021,LOC-002
TRC-004662,EMP-00599,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,2026-10-15,Completed,0,DPT-021,LOC-002
TRC-004663,EMP-00600,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-04-17,2026-03-23,Completed,0,DPT-023,LOC-002
TRC-004664,EMP-00600,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-04-23,2026-03-19,Completed,0,DPT-023,LOC-002
TRC-004665,EMP-00600,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-06-03,2025-05-11,Completed,0,DPT-023,LOC-002
TRC-004666,EMP-00600,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-05-06,2025-04-08,Completed,0,DPT-023,LOC-002
TRC-004667,EMP-00600,TRN-005,Insider Trading Policy,Internal,Yes,2025-09-30,2025-09-05,Completed,0,DPT-023,LOC-002
TRC-004668,EMP-00600,TRN-006,Cyber Security Awareness,Internal,Yes,2026-03-21,2026-02-08,Completed,0,DPT-023,LOC-002
TRC-004669,EMP-00600,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-03-29,2025-03-14,Completed,0,DPT-023,LOC-002
TRC-004670,EMP-00600,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-01-06,2024-12-05,Completed,0,DPT-023,LOC-002
TRC-004671,EMP-00600,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-10-12,2025-10-04,Completed,0,DPT-023,LOC-002
TRC-004672,EMP-00602,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-07-23,2025-07-06,Completed,0,DPT-022,LOC-002
TRC-004673,EMP-00602,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-06-26,2025-06-13,Completed,0,DPT-022,LOC-002
TRC-004674,EMP-00602,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-11-02,2025-10-23,Completed,0,DPT-022,LOC-002
TRC-004675,EMP-00602,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2024-12-12,2024-11-18,Completed,0,DPT-022,LOC-002
TRC-004676,EMP-00602,TRN-005,Insider Trading Policy,Internal,Yes,2025-06-06,2025-05-25,Completed,0,DPT-022,LOC-002
TRC-004677,EMP-00602,TRN-006,Cyber Security Awareness,Internal,Yes,2025-12-10,2025-10-31,Completed,0,DPT-022,LOC-002
TRC-004678,EMP-00602,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-09-28,,Overdue,603,DPT-022,LOC-002
TRC-004679,EMP-00602,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-05-14,2025-04-25,Completed,0,DPT-022,LOC-002
TRC-004680,EMP-00602,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-12-20,2025-11-20,Completed,0,DPT-022,LOC-002
TRC-004681,EMP-00602,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,2026-10-09,Completed,0,DPT-022,LOC-002
TRC-004682,EMP-00604,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-02-03,2026-01-27,Completed,0,DPT-020,LOC-007
TRC-004683,EMP-00604,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-06-17,2025-06-08,Completed,0,DPT-020,LOC-007
TRC-004684,EMP-00604,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-06-22,2025-05-30,Completed,0,DPT-020,LOC-007
TRC-004685,EMP-00604,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2024-10-26,2024-09-29,Completed,0,DPT-020,LOC-007
TRC-004686,EMP-00604,TRN-005,Insider Trading Policy,Internal,Yes,2026-05-14,2026-04-20,Completed,0,DPT-020,LOC-007
TRC-004687,EMP-00604,TRN-006,Cyber Security Awareness,Internal,Yes,2026-04-24,2026-04-12,Completed,0,DPT-020,LOC-007
TRC-004688,EMP-00604,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-11-28,2024-11-22,Completed,0,DPT-020,LOC-007
TRC-004689,EMP-00604,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-07-01,2025-06-15,Completed,0,DPT-020,LOC-007
TRC-004690,EMP-00604,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-01-02,2025-11-29,Completed,0,DPT-020,LOC-007
TRC-004691,EMP-00605,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-03-30,2026-03-08,Completed,0,DPT-011,LOC-002
TRC-004692,EMP-00605,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-08-27,2025-08-02,Completed,0,DPT-011,LOC-002
TRC-004693,EMP-00605,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-07-03,2025-06-27,Completed,0,DPT-011,LOC-002
TRC-004694,EMP-00605,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-08-25,2025-08-03,Completed,0,DPT-011,LOC-002
TRC-004695,EMP-00605,TRN-005,Insider Trading Policy,Internal,Yes,2025-08-30,,Overdue,267,DPT-011,LOC-002
TRC-004696,EMP-00605,TRN-006,Cyber Security Awareness,Internal,Yes,2026-01-27,2025-12-23,Completed,0,DPT-011,LOC-002
TRC-004697,EMP-00605,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-08-18,2024-07-31,Completed,0,DPT-011,LOC-002
TRC-004698,EMP-00605,TRN-008,Workplace Respect & Harassment,Internal,Yes,2026-03-29,2026-02-24,Completed,0,DPT-011,LOC-002
TRC-004699,EMP-00605,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-09-19,,Overdue,247,DPT-011,LOC-002
TRC-004700,EMP-00605,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,,Upcoming,0,DPT-011,LOC-002
TRC-004701,EMP-00608,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-08-07,2025-07-31,Completed,0,DPT-020,LOC-001
TRC-004702,EMP-00608,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-08-24,2025-08-07,Completed,0,DPT-020,LOC-001
TRC-004703,EMP-00608,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-01-13,2026-01-02,Completed,0,DPT-020,LOC-001
TRC-004704,EMP-00608,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-02-04,2025-01-24,Completed,0,DPT-020,LOC-001
TRC-004705,EMP-00608,TRN-005,Insider Trading Policy,Internal,Yes,2025-09-21,2025-08-24,Completed,0,DPT-020,LOC-001
TRC-004706,EMP-00608,TRN-006,Cyber Security Awareness,Internal,Yes,2025-12-06,,Overdue,169,DPT-020,LOC-001
TRC-004707,EMP-00608,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2026-01-30,2025-12-16,Completed,0,DPT-020,LOC-001
TRC-004708,EMP-00608,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-06-02,2025-05-06,Completed,0,DPT-020,LOC-001
TRC-004709,EMP-00608,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-02-02,,Overdue,111,DPT-020,LOC-001
TRC-004710,EMP-00609,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-01-20,2025-12-22,Completed,0,DPT-002,LOC-001
TRC-004711,EMP-00609,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-05-23,2026-05-05,Completed,0,DPT-002,LOC-001
TRC-004712,EMP-00609,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-01-30,2025-12-24,Completed,0,DPT-002,LOC-001
TRC-004713,EMP-00609,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-07-10,2025-06-09,Completed,0,DPT-002,LOC-001
TRC-004714,EMP-00609,TRN-005,Insider Trading Policy,Internal,Yes,2026-01-27,2026-01-11,Completed,0,DPT-002,LOC-001
TRC-004715,EMP-00609,TRN-006,Cyber Security Awareness,Internal,Yes,2026-05-15,2026-04-19,Completed,0,DPT-002,LOC-001
TRC-004716,EMP-00609,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-08-23,2025-08-18,Completed,0,DPT-002,LOC-001
TRC-004717,EMP-00609,TRN-008,Workplace Respect & Harassment,Internal,Yes,2024-08-08,2024-09-28,Completed,0,DPT-002,LOC-001
TRC-004718,EMP-00609,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-07-28,2025-07-09,Completed,0,DPT-002,LOC-001
TRC-004719,EMP-00609,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,2026-11-06,Completed,0,DPT-002,LOC-001
TRC-004720,EMP-00610,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-04-16,2026-03-05,Completed,0,DPT-020,LOC-001
TRC-004721,EMP-00610,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-04-10,2026-04-07,Completed,0,DPT-020,LOC-001
TRC-004722,EMP-00610,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-06-25,2025-05-13,Completed,0,DPT-020,LOC-001
TRC-004723,EMP-00610,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-02-23,2025-01-26,Completed,0,DPT-020,LOC-001
TRC-004724,EMP-00610,TRN-005,Insider Trading Policy,Internal,Yes,2025-09-08,2025-08-15,Completed,0,DPT-020,LOC-001
TRC-004725,EMP-00610,TRN-006,Cyber Security Awareness,Internal,Yes,2025-12-26,2025-12-22,Completed,0,DPT-020,LOC-001
TRC-004726,EMP-00610,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-11-21,2024-11-20,Completed,0,DPT-020,LOC-001
TRC-004727,EMP-00610,TRN-008,Workplace Respect & Harassment,Internal,Yes,2026-04-16,2026-03-31,Completed,0,DPT-020,LOC-001
TRC-004728,EMP-00610,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-02-16,,Overdue,97,DPT-020,LOC-001
TRC-004729,EMP-00610,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,2026-10-06,Completed,0,DPT-020,LOC-001
TRC-004730,EMP-00611,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-12-22,2025-11-28,Completed,0,DPT-021,LOC-001
TRC-004731,EMP-00611,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-12-03,2025-11-15,Completed,0,DPT-021,LOC-001
TRC-004732,EMP-00611,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-08-30,2025-07-22,Completed,0,DPT-021,LOC-001
TRC-004733,EMP-00611,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-06-03,,Overdue,355,DPT-021,LOC-001
TRC-004734,EMP-00611,TRN-005,Insider Trading Policy,Internal,Yes,2026-01-17,2025-12-28,Completed,0,DPT-021,LOC-001
TRC-004735,EMP-00611,TRN-006,Cyber Security Awareness,Internal,Yes,2026-01-15,2025-12-14,Completed,0,DPT-021,LOC-001
TRC-004736,EMP-00611,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2026-05-24,2026-05-17,Completed,0,DPT-021,LOC-001
TRC-004737,EMP-00611,TRN-008,Workplace Respect & Harassment,Internal,Yes,2026-03-17,2026-02-04,Completed,0,DPT-021,LOC-001
TRC-004738,EMP-00611,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-10-09,2025-09-24,Completed,0,DPT-021,LOC-001
TRC-004739,EMP-00611,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,,Upcoming,0,DPT-021,LOC-001
TRC-004740,EMP-00612,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-07-26,2025-07-03,Completed,0,DPT-016,LOC-005
TRC-004741,EMP-00612,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-10-18,2025-10-06,Completed,0,DPT-016,LOC-005
TRC-004742,EMP-00612,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-01-24,2026-01-21,Completed,0,DPT-016,LOC-005
TRC-004743,EMP-00612,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2026-03-31,2026-02-25,Completed,0,DPT-016,LOC-005
TRC-004744,EMP-00612,TRN-005,Insider Trading Policy,Internal,Yes,2026-05-11,2026-04-09,Completed,0,DPT-016,LOC-005
TRC-004745,EMP-00612,TRN-006,Cyber Security Awareness,Internal,Yes,2026-02-05,2026-02-04,Completed,0,DPT-016,LOC-005
TRC-004746,EMP-00612,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-08-22,2024-08-19,Completed,0,DPT-016,LOC-005
TRC-004747,EMP-00612,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-01-04,2024-11-25,Completed,0,DPT-016,LOC-005
TRC-004748,EMP-00612,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-07-20,,Overdue,308,DPT-016,LOC-005
TRC-004749,EMP-00612,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,2026-10-23,Completed,0,DPT-016,LOC-005
TRC-004750,EMP-00613,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-05-09,2026-04-28,Completed,0,DPT-012,LOC-001
TRC-004751,EMP-00613,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-02-10,2026-01-04,Completed,0,DPT-012,LOC-001
TRC-004752,EMP-00613,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-06-27,2025-05-22,Completed,0,DPT-012,LOC-001
TRC-004753,EMP-00613,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2024-11-05,2025-06-16,Completed,0,DPT-012,LOC-001
TRC-004754,EMP-00613,TRN-005,Insider Trading Policy,Internal,Yes,2025-10-15,2025-09-11,Completed,0,DPT-012,LOC-001
TRC-004755,EMP-00613,TRN-006,Cyber Security Awareness,Internal,Yes,2026-05-07,2026-04-06,Completed,0,DPT-012,LOC-001
TRC-004756,EMP-00613,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2024-09-02,2025-06-12,Completed,0,DPT-012,LOC-001
TRC-004757,EMP-00613,TRN-008,Workplace Respect & Harassment,Internal,Yes,2024-11-10,2025-06-14,Completed,0,DPT-012,LOC-001
TRC-004758,EMP-00613,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-04-24,,Overdue,30,DPT-012,LOC-001
TRC-004759,EMP-00614,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-02-21,2026-01-20,Completed,0,DPT-021,LOC-004
TRC-004760,EMP-00614,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-11-27,2025-11-15,Completed,0,DPT-021,LOC-004
TRC-004761,EMP-00614,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-01-27,,Overdue,117,DPT-021,LOC-004
TRC-004762,EMP-00614,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2024-08-26,2024-08-21,Completed,0,DPT-021,LOC-004
TRC-004763,EMP-00614,TRN-005,Insider Trading Policy,Internal,Yes,2025-12-16,2025-12-01,Completed,0,DPT-021,LOC-004
TRC-004764,EMP-00614,TRN-006,Cyber Security Awareness,Internal,Yes,2026-03-11,2026-02-24,Completed,0,DPT-021,LOC-004
TRC-004765,EMP-00614,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-07-08,2025-06-07,Completed,0,DPT-021,LOC-004
TRC-004766,EMP-00614,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-09-21,2025-08-28,Completed,0,DPT-021,LOC-004
TRC-004767,EMP-00614,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-09-21,,Overdue,245,DPT-021,LOC-004
TRC-004768,EMP-00614,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,,Upcoming,0,DPT-021,LOC-004
TRC-004769,EMP-00615,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-02-21,2026-01-07,Completed,0,DPT-023,LOC-001
TRC-004770,EMP-00615,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-08-13,2025-07-28,Completed,0,DPT-023,LOC-001
TRC-004771,EMP-00615,TRN-003,Code of Conduct & Ethics,Internal,Yes,2025-06-30,2025-06-14,Completed,0,DPT-023,LOC-001
TRC-004772,EMP-00615,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-06-24,2025-05-15,Completed,0,DPT-023,LOC-001
TRC-004773,EMP-00615,TRN-005,Insider Trading Policy,Internal,Yes,2025-07-21,2025-07-19,Completed,0,DPT-023,LOC-001
TRC-004774,EMP-00615,TRN-006,Cyber Security Awareness,Internal,Yes,2025-12-07,2025-11-30,Completed,0,DPT-023,LOC-001
TRC-004775,EMP-00615,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-07-03,2025-06-28,Completed,0,DPT-023,LOC-001
TRC-004776,EMP-00615,TRN-008,Workplace Respect & Harassment,Internal,Yes,2025-08-23,2025-07-19,Completed,0,DPT-023,LOC-001
TRC-004777,EMP-00615,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-07-20,2025-06-08,Completed,0,DPT-023,LOC-001
TRC-004778,EMP-00615,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,2026-10-11,Completed,0,DPT-023,LOC-001
TRC-004779,EMP-00616,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-06-11,2025-05-04,Completed,0,DPT-025,LOC-002
TRC-004780,EMP-00616,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2026-01-17,2026-01-13,Completed,0,DPT-025,LOC-002
TRC-004781,EMP-00616,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-02-17,2026-01-07,Completed,0,DPT-025,LOC-002
TRC-004782,EMP-00616,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2025-08-15,2025-08-06,Completed,0,DPT-025,LOC-002
TRC-004783,EMP-00616,TRN-005,Insider Trading Policy,Internal,Yes,2025-08-05,2025-06-21,Completed,0,DPT-025,LOC-002
TRC-004784,EMP-00616,TRN-006,Cyber Security Awareness,Internal,Yes,2026-05-09,2026-04-22,Completed,0,DPT-025,LOC-002
TRC-004785,EMP-00616,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-04-08,2025-03-25,Completed,0,DPT-025,LOC-002
TRC-004786,EMP-00616,TRN-008,Workplace Respect & Harassment,Internal,Yes,2026-01-09,2025-11-27,Completed,0,DPT-025,LOC-002
TRC-004787,EMP-00616,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2025-12-02,2025-10-28,Completed,0,DPT-025,LOC-002
TRC-004788,EMP-00617,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2025-09-02,2025-09-01,Completed,0,DPT-009,LOC-001
TRC-004789,EMP-00617,TRN-002,OSFI E-21 Operational Resilience,OSFI,Yes,2025-09-19,2025-08-10,Completed,0,DPT-009,LOC-001
TRC-004790,EMP-00617,TRN-003,Code of Conduct & Ethics,Internal,Yes,2026-01-07,2026-01-05,Completed,0,DPT-009,LOC-001
TRC-004791,EMP-00617,TRN-004,PIPEDA Privacy Foundations,PIPEDA,Yes,2024-07-27,2024-12-02,Completed,0,DPT-009,LOC-001
TRC-004792,EMP-00617,TRN-005,Insider Trading Policy,Internal,Yes,2025-07-09,,Overdue,319,DPT-009,LOC-001
TRC-004793,EMP-00617,TRN-006,Cyber Security Awareness,Internal,Yes,2025-12-18,2025-11-03,Completed,0,DPT-009,LOC-001
TRC-004794,EMP-00617,TRN-007,Anti-Bribery & Anti-Corruption,Internal,Yes,2025-05-01,2025-04-29,Completed,0,DPT-009,LOC-001
TRC-004795,EMP-00617,TRN-008,Workplace Respect & Harassment,Internal,Yes,2026-01-19,2026-01-09,Completed,0,DPT-009,LOC-001
TRC-004796,EMP-00617,TRN-009,Payment Card Industry (PCI) DSS,PCI,No,2026-03-22,2026-03-05,Completed,0,DPT-009,LOC-001
TRC-004797,EMP-00617,TRN-010,Quantum Cryptography Primer,Internal,No,2026-11-20,,Upcoming,0,DPT-009,LOC-001
TRC-004798,EMP-00618,TRN-001,FINTRAC AML & ATF Training,FINTRAC,Yes,2026-04-04,2026-03-04,Completed,0,DPT-019,LOC-004
