attestation_record_id,employee_id,attestation_type,attestation_name,is_mandatory,due_date,completed_date,status,days_overdue,department_id
ATR-001884,EMP-00584,ATT-INS,Insider Trading Window,Yes,2026-01-30,2026-01-18,Completed,0,DPT-018
ATR-001885,EMP-00585,ATT-COI,Conflict of Interest,Yes,2026-03-05,2026-02-20,Completed,0,DPT-010
ATR-001886,EMP-00585,ATT-COC,Code of Conduct Attestation,Yes,2025-10-27,2025-10-07,Completed,0,DPT-010
ATR-001887,EMP-00585,ATT-PRV,Privacy & Data Handling,Yes,2025-08-06,2025-07-28,Completed,0,DPT-010
ATR-001888,EMP-00585,ATT-INS,Insider Trading Window,Yes,2026-04-16,2026-04-05,Completed,0,DPT-010
ATR-001889,EMP-00586,ATT-COI,Conflict of Interest,Yes,2025-09-07,2025-08-26,Completed,0,DPT-009
ATR-001890,EMP-00586,ATT-COC,Code of Conduct Attestation,Yes,2026-02-11,2026-02-02,Completed,0,DPT-009
ATR-001891,EMP-00586,ATT-PRV,Privacy & Data Handling,Yes,2026-01-06,2025-12-17,Completed,0,DPT-009
ATR-001892,EMP-00586,ATT-INS,Insider Trading Window,Yes,2026-02-26,2026-02-24,Completed,0,DPT-009
ATR-001893,EMP-00587,ATT-COI,Conflict of Interest,Yes,2025-07-06,2025-10-28,Completed,0,DPT-004
ATR-001894,EMP-00587,ATT-COC,Code of Conduct Attestation,Yes,2025-11-11,2025-10-25,Completed,0,DPT-004
ATR-001895,EMP-00587,ATT-PRV,Privacy & Data Handling,Yes,2025-11-19,2025-11-01,Completed,0,DPT-004
ATR-001896,EMP-00587,ATT-INS,Insider Trading Window,Yes,2026-04-06,2026-03-19,Completed,0,DPT-004
ATR-001897,EMP-00589,ATT-COI,Conflict of Interest,Yes,2025-10-29,2025-10-16,Completed,0,DPT-011
ATR-001898,EMP-00589,ATT-COC,Code of Conduct Attestation,Yes,2025-07-20,2025-07-15,Completed,0,DPT-011
ATR-001899,EMP-00589,ATT-PRV,Privacy & Data Handling,Yes,2025-11-09,2025-11-06,Completed,0,DPT-011
ATR-001900,EMP-00589,ATT-INS,Insider Trading Window,Yes,2026-01-09,2025-12-24,Completed,0,DPT-011
ATR-001901,EMP-00590,ATT-COI,Conflict of Interest,Yes,2026-03-26,2026-03-18,Completed,0,DPT-019
ATR-001902,EMP-00590,ATT-COC,Code of Conduct Attestation,Yes,2025-08-27,2025-08-20,Completed,0,DPT-019
ATR-001903,EMP-00590,ATT-PRV,Privacy & Data Handling,Yes,2026-04-29,2026-04-17,Completed,0,DPT-019
ATR-001904,EMP-00590,ATT-INS,Insider Trading Window,Yes,2026-05-04,2026-05-03,Completed,0,DPT-019
ATR-001905,EMP-00591,ATT-COI,Conflict of Interest,Yes,2025-12-01,2025-11-22,Completed,0,DPT-001
ATR-001906,EMP-00591,ATT-COC,Code of Conduct Attestation,Yes,2025-10-12,2025-10-01,Completed,0,DPT-001
ATR-001907,EMP-00591,ATT-PRV,Privacy & Data Handling,Yes,2026-02-09,2026-02-01,Completed,0,DPT-001
ATR-001908,EMP-00591,ATT-INS,Insider Trading Window,Yes,2026-05-10,2026-05-07,Completed,0,DPT-001
ATR-001909,EMP-00593,ATT-COI,Conflict of Interest,Yes,2025-12-26,2025-12-08,Completed,0,DPT-014
ATR-001910,EMP-00593,ATT-COC,Code of Conduct Attestation,Yes,2025-07-20,2025-07-17,Completed,0,DPT-014
ATR-001911,EMP-00593,ATT-PRV,Privacy & Data Handling,Yes,2025-06-11,2025-05-23,Completed,0,DPT-014
ATR-001912,EMP-00593,ATT-INS,Insider Trading Window,Yes,2025-12-13,2025-12-12,Completed,0,DPT-014
ATR-001913,EMP-00594,ATT-COI,Conflict of Interest,Yes,2025-09-10,2025-09-05,Completed,0,DPT-005
ATR-001914,EMP-00594,ATT-COC,Code of Conduct Attestation,Yes,2025-07-31,2025-07-19,Completed,0,DPT-005
ATR-001915,EMP-00594,ATT-PRV,Privacy & Data Handling,Yes,2025-06-16,2025-06-05,Completed,0,DPT-005
ATR-001916,EMP-00594,ATT-INS,Insider Trading Window,Yes,2026-03-16,2026-03-13,Completed,0,DPT-005
ATR-001917,EMP-00595,ATT-COI,Conflict of Interest,Yes,2026-01-03,2025-12-18,Completed,0,DPT-026
ATR-001918,EMP-00595,ATT-COC,Code of Conduct Attestation,Yes,2025-12-16,2025-12-03,Completed,0,DPT-026
ATR-001919,EMP-00595,ATT-PRV,Privacy & Data Handling,Yes,2025-08-27,2025-08-07,Completed,0,DPT-026
ATR-001920,EMP-00595,ATT-INS,Insider Trading Window,Yes,2026-03-02,2026-02-19,Completed,0,DPT-026
ATR-001921,EMP-00596,ATT-COI,Conflict of Interest,Yes,2026-03-03,2026-02-24,Completed,0,DPT-001
ATR-001922,EMP-00596,ATT-COC,Code of Conduct Attestation,Yes,2026-03-15,2026-03-14,Completed,0,DPT-001
ATR-001923,EMP-00596,ATT-PRV,Privacy & Data Handling,Yes,2026-01-21,2026-01-02,Completed,0,DPT-001
ATR-001924,EMP-00596,ATT-INS,Insider Trading Window,Yes,2026-05-07,2026-05-01,Completed,0,DPT-001
ATR-001925,EMP-00597,ATT-COI,Conflict of Interest,Yes,2025-11-09,2025-11-01,Completed,0,DPT-001
ATR-001926,EMP-00597,ATT-COC,Code of Conduct Attestation,Yes,2025-11-07,2025-10-27,Completed,0,DPT-001
ATR-001927,EMP-00597,ATT-PRV,Privacy & Data Handling,Yes,2025-10-29,2025-10-17,Completed,0,DPT-001
ATR-001928,EMP-00597,ATT-INS,Insider Trading Window,Yes,2026-01-01,2025-12-20,Completed,0,DPT-001
ATR-001929,EMP-00598,ATT-COI,Conflict of Interest,Yes,2026-05-09,2026-05-04,Completed,0,DPT-026
ATR-001930,EMP-00598,ATT-COC,Code of Conduct Attestation,Yes,2025-06-13,2025-06-06,Completed,0,DPT-026
ATR-001931,EMP-00598,ATT-PRV,Privacy & Data Handling,Yes,2025-12-01,2025-11-17,Completed,0,DPT-026
ATR-001932,EMP-00598,ATT-INS,Insider Trading Window,Yes,2026-01-01,2025-12-25,Completed,0,DPT-026
ATR-001933,EMP-00599,ATT-COI,Conflict of Interest,Yes,2025-09-21,2025-09-11,Completed,0,DPT-021
ATR-001934,EMP-00599,ATT-COC,Code of Conduct Attestation,Yes,2025-06-08,2025-06-06,Completed,0,DPT-021
ATR-001935,EMP-00599,ATT-PRV,Privacy & Data Handling,Yes,2025-10-15,2025-09-29,Completed,0,DPT-021
ATR-001936,EMP-00599,ATT-INS,Insider Trading Window,Yes,2026-03-23,2026-03-04,Completed,0,DPT-021
ATR-001937,EMP-00600,ATT-COI,Conflict of Interest,Yes,2025-12-10,2025-11-24,Completed,0,DPT-023
ATR-001938,EMP-00600,ATT-COC,Code of Conduct Attestation,Yes,2025-12-16,2025-12-12,Completed,0,DPT-023
ATR-001939,EMP-00600,ATT-PRV,Privacy & Data Handling,Yes,2025-10-08,2025-09-24,Completed,0,DPT-023
ATR-001940,EMP-00600,ATT-INS,Insider Trading Window,Yes,2026-01-29,2026-01-12,Completed,0,DPT-023
ATR-001941,EMP-00602,ATT-COI,Conflict of Interest,Yes,2026-01-03,2025-12-19,Completed,0,DPT-022
ATR-001942,EMP-00602,ATT-COC,Code of Conduct Attestation,Yes,2026-05-07,2026-05-01,Completed,0,DPT-022
ATR-001943,EMP-00602,ATT-PRV,Privacy & Data Handling,Yes,2026-03-03,2026-02-26,Completed,0,DPT-022
ATR-001944,EMP-00602,ATT-INS,Insider Trading Window,Yes,2025-12-03,2025-11-15,Completed,0,DPT-022
ATR-001945,EMP-00604,ATT-COI,Conflict of Interest,Yes,2026-05-16,2026-05-04,Completed,0,DPT-020
ATR-001946,EMP-00604,ATT-COC,Code of Conduct Attestation,Yes,2025-06-28,2025-06-11,Completed,0,DPT-020
ATR-001947,EMP-00604,ATT-PRV,Privacy & Data Handling,Yes,2025-08-30,2025-08-24,Completed,0,DPT-020
ATR-001948,EMP-00604,ATT-INS,Insider Trading Window,Yes,2026-03-02,2026-02-18,Completed,0,DPT-020
ATR-001949,EMP-00605,ATT-COI,Conflict of Interest,Yes,2025-07-29,2025-07-13,Completed,0,DPT-011
ATR-001950,EMP-00605,ATT-COC,Code of Conduct Attestation,Yes,2026-01-23,2026-01-13,Completed,0,DPT-011
ATR-001951,EMP-00605,ATT-PRV,Privacy & Data Handling,Yes,2025-06-25,2025-06-15,Completed,0,DPT-011
ATR-001952,EMP-00605,ATT-INS,Insider Trading Window,Yes,2026-04-20,2026-04-14,Completed,0,DPT-011
ATR-001953,EMP-00608,ATT-COI,Conflict of Interest,Yes,2025-08-06,2025-07-18,Completed,0,DPT-020
ATR-001954,EMP-00608,ATT-COC,Code of Conduct Attestation,Yes,2026-05-07,2026-04-21,Completed,0,DPT-020
ATR-001955,EMP-00608,ATT-PRV,Privacy & Data Handling,Yes,2026-03-16,2026-03-01,Completed,0,DPT-020
ATR-001956,EMP-00608,ATT-INS,Insider Trading Window,Yes,2025-12-26,2025-12-08,Completed,0,DPT-020
ATR-001957,EMP-00609,ATT-COI,Conflict of Interest,Yes,2026-05-20,2026-05-14,Completed,0,DPT-002
ATR-001958,EMP-00609,ATT-COC,Code of Conduct Attestation,Yes,2025-08-10,2025-07-21,Completed,0,DPT-002
ATR-001959,EMP-00609,ATT-PRV,Privacy & Data Handling,Yes,2025-07-07,2025-06-25,Completed,0,DPT-002
ATR-001960,EMP-00609,ATT-INS,Insider Trading Window,Yes,2026-01-09,2026-01-02,Completed,0,DPT-002
ATR-001961,EMP-00610,ATT-COI,Conflict of Interest,Yes,2025-10-25,2025-10-19,Completed,0,DPT-020
ATR-001962,EMP-00610,ATT-COC,Code of Conduct Attestation,Yes,2025-07-05,2025-06-17,Completed,0,DPT-020
ATR-001963,EMP-00610,ATT-PRV,Privacy & Data Handling,Yes,2025-10-18,2025-10-12,Completed,0,DPT-020
ATR-001964,EMP-00610,ATT-INS,Insider Trading Window,Yes,2026-05-19,2026-05-17,Completed,0,DPT-020
ATR-001965,EMP-00611,ATT-COI,Conflict of Interest,Yes,2025-07-30,2025-07-23,Completed,0,DPT-021
ATR-001966,EMP-00611,ATT-COC,Code of Conduct Attestation,Yes,2026-03-10,2026-03-04,Completed,0,DPT-021
ATR-001967,EMP-00611,ATT-PRV,Privacy & Data Handling,Yes,2026-01-25,2026-01-19,Completed,0,DPT-021
ATR-001968,EMP-00611,ATT-INS,Insider Trading Window,Yes,2026-03-27,2026-03-25,Completed,0,DPT-021
ATR-001969,EMP-00612,ATT-COI,Conflict of Interest,Yes,2026-04-01,2026-03-24,Completed,0,DPT-016
ATR-001970,EMP-00612,ATT-COC,Code of Conduct Attestation,Yes,2025-07-10,2025-06-23,Completed,0,DPT-016
ATR-001971,EMP-00612,ATT-PRV,Privacy & Data Handling,Yes,2025-12-27,2025-12-26,Completed,0,DPT-016
ATR-001972,EMP-00612,ATT-INS,Insider Trading Window,Yes,2026-01-25,2026-01-22,Completed,0,DPT-016
ATR-001973,EMP-00613,ATT-COI,Conflict of Interest,Yes,2026-03-05,2026-02-20,Completed,0,DPT-012
ATR-001974,EMP-00613,ATT-COC,Code of Conduct Attestation,Yes,2026-04-15,2026-04-01,Completed,0,DPT-012
ATR-001975,EMP-00613,ATT-PRV,Privacy & Data Handling,Yes,2026-01-19,2026-01-16,Completed,0,DPT-012
ATR-001976,EMP-00613,ATT-INS,Insider Trading Window,Yes,2026-02-07,2026-01-20,Completed,0,DPT-012
ATR-001977,EMP-00614,ATT-COI,Conflict of Interest,Yes,2025-08-04,2025-07-24,Completed,0,DPT-021
ATR-001978,EMP-00614,ATT-COC,Code of Conduct Attestation,Yes,2025-12-12,2025-12-02,Completed,0,DPT-021
ATR-001979,EMP-00614,ATT-PRV,Privacy & Data Handling,Yes,2026-05-06,2026-04-30,Completed,0,DPT-021
ATR-001980,EMP-00614,ATT-INS,Insider Trading Window,Yes,2026-01-23,2026-01-05,Completed,0,DPT-021
ATR-001981,EMP-00615,ATT-COI,Conflict of Interest,Yes,2025-06-04,2025-05-17,Completed,0,DPT-023
ATR-001982,EMP-00615,ATT-COC,Code of Conduct Attestation,Yes,2025-08-15,2025-07-26,Completed,0,DPT-023
ATR-001983,EMP-00615,ATT-PRV,Privacy & Data Handling,Yes,2025-08-25,2025-08-21,Completed,0,DPT-023
ATR-001984,EMP-00615,ATT-INS,Insider Trading Window,Yes,2026-04-09,2026-04-04,Completed,0,DPT-023
ATR-001985,EMP-00616,ATT-COI,Conflict of Interest,Yes,2025-09-07,2025-08-31,Completed,0,DPT-025
ATR-001986,EMP-00616,ATT-COC,Code of Conduct Attestation,Yes,2025-11-26,2025-11-21,Completed,0,DPT-025
ATR-001987,EMP-00616,ATT-PRV,Privacy & Data Handling,Yes,2026-04-13,2026-03-25,Completed,0,DPT-025
ATR-001988,EMP-00616,ATT-INS,Insider Trading Window,Yes,2026-02-12,2026-02-07,Completed,0,DPT-025
ATR-001989,EMP-00617,ATT-COI,Conflict of Interest,Yes,2025-06-20,2025-06-06,Completed,0,DPT-009
ATR-001990,EMP-00617,ATT-COC,Code of Conduct Attestation,Yes,2026-01-07,2025-12-30,Completed,0,DPT-009
ATR-001991,EMP-00617,ATT-PRV,Privacy & Data Handling,Yes,2025-08-04,2025-07-16,Completed,0,DPT-009
ATR-001992,EMP-00617,ATT-INS,Insider Trading Window,Yes,2026-05-10,2026-04-27,Completed,0,DPT-009
ATR-001993,EMP-00618,ATT-COI,Conflict of Interest,Yes,2025-10-06,2025-09-21,Completed,0,DPT-019
ATR-001994,EMP-00618,ATT-COC,Code of Conduct Attestation,Yes,2025-06-29,2025-06-25,Completed,0,DPT-019
ATR-001995,EMP-00618,ATT-PRV,Privacy & Data Handling,Yes,2026-03-17,2026-03-04,Completed,0,DPT-019
ATR-001996,EMP-00618,ATT-INS,Insider Trading Window,Yes,2026-04-10,2026-04-04,Completed,0,DPT-019
ATR-001997,EMP-00619,ATT-COI,Conflict of Interest,Yes,2025-12-17,2025-12-14,Completed,0,DPT-017
ATR-001998,EMP-00619,ATT-COC,Code of Conduct Attestation,Yes,2025-08-26,2025-09-27,Completed,0,DPT-017
ATR-001999,EMP-00619,ATT-PRV,Privacy & Data Handling,Yes,2025-10-10,2025-10-01,Completed,0,DPT-017
ATR-002000,EMP-00619,ATT-INS,Insider Trading Window,Yes,2026-01-07,2025-12-24,Completed,0,DPT-017
ATR-002001,EMP-00620,ATT-COI,Conflict of Interest,Yes,2025-09-26,2025-09-21,Completed,0,DPT-001
ATR-002002,EMP-00620,ATT-COC,Code of Conduct Attestation,Yes,2025-09-16,2025-08-29,Completed,0,DPT-001
ATR-002003,EMP-00620,ATT-PRV,Privacy & Data Handling,Yes,2025-11-21,2025-11-18,Completed,0,DPT-001
ATR-002004,EMP-00620,ATT-INS,Insider Trading Window,Yes,2026-05-03,2026-04-21,Completed,0,DPT-001
ATR-002005,EMP-00621,ATT-COI,Conflict of Interest,Yes,2025-11-27,2025-11-10,Completed,0,DPT-020
ATR-002006,EMP-00621,ATT-COC,Code of Conduct Attestation,Yes,2025-07-10,2025-06-21,Completed,0,DPT-020
ATR-002007,EMP-00621,ATT-PRV,Privacy & Data Handling,Yes,2025-10-28,2025-10-13,Completed,0,DPT-020
ATR-002008,EMP-00621,ATT-INS,Insider Trading Window,Yes,2026-02-24,2026-02-13,Completed,0,DPT-020
ATR-002009,EMP-00622,ATT-COI,Conflict of Interest,Yes,2025-12-21,2026-01-05,Completed,0,DPT-016
ATR-002010,EMP-00622,ATT-COC,Code of Conduct Attestation,Yes,2026-02-17,2026-02-14,Completed,0,DPT-016
ATR-002011,EMP-00622,ATT-PRV,Privacy & Data Handling,Yes,2025-06-09,,Overdue,349,DPT-016
ATR-002012,EMP-00622,ATT-INS,Insider Trading Window,Yes,2025-11-30,2026-01-07,Completed,0,DPT-016
ATR-002013,EMP-00624,ATT-COI,Conflict of Interest,Yes,2026-01-30,2026-01-12,Completed,0,DPT-025
ATR-002014,EMP-00624,ATT-COC,Code of Conduct Attestation,Yes,2025-07-25,2025-07-23,Completed,0,DPT-025
ATR-002015,EMP-00624,ATT-PRV,Privacy & Data Handling,Yes,2025-11-12,2025-10-23,Completed,0,DPT-025
ATR-002016,EMP-00624,ATT-INS,Insider Trading Window,Yes,2025-11-27,2025-11-14,Completed,0,DPT-025
ATR-002017,EMP-00626,ATT-COI,Conflict of Interest,Yes,2025-12-23,2025-12-22,Completed,0,DPT-007
ATR-002018,EMP-00626,ATT-COC,Code of Conduct Attestation,Yes,2025-11-15,2025-10-29,Completed,0,DPT-007
ATR-002019,EMP-00626,ATT-PRV,Privacy & Data Handling,Yes,2025-08-26,2025-08-20,Completed,0,DPT-007
ATR-002020,EMP-00626,ATT-INS,Insider Trading Window,Yes,2026-02-03,2026-01-23,Completed,0,DPT-007
ATR-002021,EMP-00627,ATT-COI,Conflict of Interest,Yes,2026-02-01,2026-01-25,Completed,0,DPT-016
ATR-002022,EMP-00627,ATT-COC,Code of Conduct Attestation,Yes,2026-04-11,2026-03-29,Completed,0,DPT-016
ATR-002023,EMP-00627,ATT-PRV,Privacy & Data Handling,Yes,2025-07-05,2025-06-18,Completed,0,DPT-016
ATR-002024,EMP-00627,ATT-INS,Insider Trading Window,Yes,2026-03-28,2026-03-09,Completed,0,DPT-016
ATR-002025,EMP-00628,ATT-COI,Conflict of Interest,Yes,2025-06-27,2025-06-19,Completed,0,DPT-023
ATR-002026,EMP-00628,ATT-COC,Code of Conduct Attestation,Yes,2025-10-03,2025-09-26,Completed,0,DPT-023
ATR-002027,EMP-00628,ATT-PRV,Privacy & Data Handling,Yes,2025-12-20,2025-12-15,Completed,0,DPT-023
ATR-002028,EMP-00628,ATT-INS,Insider Trading Window,Yes,2026-02-09,2026-02-04,Completed,0,DPT-023
ATR-002029,EMP-00629,ATT-COI,Conflict of Interest,Yes,2025-11-28,2025-11-12,Completed,0,DPT-001
ATR-002030,EMP-00629,ATT-COC,Code of Conduct Attestation,Yes,2025-12-13,2025-11-23,Completed,0,DPT-001
ATR-002031,EMP-00629,ATT-PRV,Privacy & Data Handling,Yes,2025-06-13,2025-06-01,Completed,0,DPT-001
ATR-002032,EMP-00629,ATT-INS,Insider Trading Window,Yes,2026-03-12,2026-03-01,Completed,0,DPT-001
ATR-002033,EMP-00630,ATT-COI,Conflict of Interest,Yes,2026-01-26,2026-01-24,Completed,0,DPT-006
ATR-002034,EMP-00630,ATT-COC,Code of Conduct Attestation,Yes,2025-06-20,2025-11-07,Completed,0,DPT-006
ATR-002035,EMP-00630,ATT-PRV,Privacy & Data Handling,Yes,2026-04-18,2026-04-13,Completed,0,DPT-006
ATR-002036,EMP-00630,ATT-INS,Insider Trading Window,Yes,2026-01-25,2026-01-21,Completed,0,DPT-006
ATR-002037,EMP-00632,ATT-COI,Conflict of Interest,Yes,2026-02-14,2026-02-13,Completed,0,DPT-003
ATR-002038,EMP-00632,ATT-COC,Code of Conduct Attestation,Yes,2025-10-22,2025-10-21,Completed,0,DPT-003
ATR-002039,EMP-00632,ATT-PRV,Privacy & Data Handling,Yes,2025-08-04,2025-07-22,Completed,0,DPT-003
ATR-002040,EMP-00632,ATT-INS,Insider Trading Window,Yes,2026-03-31,2026-03-14,Completed,0,DPT-003
ATR-002041,EMP-00633,ATT-COI,Conflict of Interest,Yes,2026-02-25,2026-02-14,Completed,0,DPT-023
ATR-002042,EMP-00633,ATT-COC,Code of Conduct Attestation,Yes,2025-07-03,2025-06-18,Completed,0,DPT-023
ATR-002043,EMP-00633,ATT-PRV,Privacy & Data Handling,Yes,2025-11-19,2025-10-30,Completed,0,DPT-023
ATR-002044,EMP-00633,ATT-INS,Insider Trading Window,Yes,2026-05-07,2026-04-26,Completed,0,DPT-023
ATR-002045,EMP-00634,ATT-COI,Conflict of Interest,Yes,2026-03-06,2026-02-21,Completed,0,DPT-001
ATR-002046,EMP-00634,ATT-COC,Code of Conduct Attestation,Yes,2026-01-02,2025-12-20,Completed,0,DPT-001
ATR-002047,EMP-00634,ATT-PRV,Privacy & Data Handling,Yes,2025-09-14,2025-09-06,Completed,0,DPT-001
ATR-002048,EMP-00634,ATT-INS,Insider Trading Window,Yes,2025-12-06,2025-12-01,Completed,0,DPT-001
ATR-002049,EMP-00636,ATT-COI,Conflict of Interest,Yes,2025-07-24,2025-07-18,Completed,0,DPT-025
ATR-002050,EMP-00636,ATT-COC,Code of Conduct Attestation,Yes,2025-07-13,2025-07-07,Completed,0,DPT-025
ATR-002051,EMP-00636,ATT-PRV,Privacy & Data Handling,Yes,2025-10-08,2025-10-01,Completed,0,DPT-025
ATR-002052,EMP-00636,ATT-INS,Insider Trading Window,Yes,2025-12-31,2025-12-20,Completed,0,DPT-025
ATR-002053,EMP-00637,ATT-COI,Conflict of Interest,Yes,2025-10-13,2025-10-04,Completed,0,DPT-016
ATR-002054,EMP-00637,ATT-COC,Code of Conduct Attestation,Yes,2025-10-29,2025-10-26,Completed,0,DPT-016
ATR-002055,EMP-00637,ATT-PRV,Privacy & Data Handling,Yes,2025-06-24,2025-07-31,Completed,0,DPT-016
ATR-002056,EMP-00637,ATT-INS,Insider Trading Window,Yes,2026-05-06,2026-04-25,Completed,0,DPT-016
ATR-002057,EMP-00639,ATT-COI,Conflict of Interest,Yes,2025-07-24,2025-07-09,Completed,0,DPT-006
ATR-002058,EMP-00639,ATT-COC,Code of Conduct Attestation,Yes,2025-08-04,2025-07-28,Completed,0,DPT-006
ATR-002059,EMP-00639,ATT-PRV,Privacy & Data Handling,Yes,2026-04-20,2026-04-04,Completed,0,DPT-006
ATR-002060,EMP-00639,ATT-INS,Insider Trading Window,Yes,2026-05-13,2026-04-29,Completed,0,DPT-006
ATR-002061,EMP-00642,ATT-COI,Conflict of Interest,Yes,2026-04-08,2026-03-31,Completed,0,DPT-009
ATR-002062,EMP-00642,ATT-COC,Code of Conduct Attestation,Yes,2025-08-13,2025-08-05,Completed,0,DPT-009
ATR-002063,EMP-00642,ATT-PRV,Privacy & Data Handling,Yes,2025-12-01,2025-11-17,Completed,0,DPT-009
ATR-002064,EMP-00642,ATT-INS,Insider Trading Window,Yes,2026-02-06,2026-02-02,Completed,0,DPT-009
ATR-002065,EMP-00643,ATT-COI,Conflict of Interest,Yes,2025-11-17,,Overdue,188,DPT-017
ATR-002066,EMP-00643,ATT-COC,Code of Conduct Attestation,Yes,2025-07-08,2025-06-24,Completed,0,DPT-017
ATR-002067,EMP-00643,ATT-PRV,Privacy & Data Handling,Yes,2026-04-24,2026-04-19,Completed,0,DPT-017
ATR-002068,EMP-00643,ATT-INS,Insider Trading Window,Yes,2025-11-30,2025-11-10,Completed,0,DPT-017
ATR-002069,EMP-00645,ATT-COI,Conflict of Interest,Yes,2026-05-14,2026-05-06,Completed,0,DPT-011
ATR-002070,EMP-00645,ATT-COC,Code of Conduct Attestation,Yes,2026-01-02,2025-12-23,Completed,0,DPT-011
ATR-002071,EMP-00645,ATT-PRV,Privacy & Data Handling,Yes,2025-10-10,2025-09-28,Completed,0,DPT-011
ATR-002072,EMP-00645,ATT-INS,Insider Trading Window,Yes,2026-02-24,2026-02-19,Completed,0,DPT-011
ATR-002073,EMP-00646,ATT-COI,Conflict of Interest,Yes,2025-06-11,2025-06-03,Completed,0,DPT-013
ATR-002074,EMP-00646,ATT-COC,Code of Conduct Attestation,Yes,2026-03-09,2026-03-07,Completed,0,DPT-013
ATR-002075,EMP-00646,ATT-PRV,Privacy & Data Handling,Yes,2026-03-13,2026-03-02,Completed,0,DPT-013
ATR-002076,EMP-00646,ATT-INS,Insider Trading Window,Yes,2026-02-24,2026-02-10,Completed,0,DPT-013
ATR-002077,EMP-00647,ATT-COI,Conflict of Interest,Yes,2026-04-13,2026-04-10,Completed,0,DPT-026
ATR-002078,EMP-00647,ATT-COC,Code of Conduct Attestation,Yes,2025-10-14,2025-10-11,Completed,0,DPT-026
ATR-002079,EMP-00647,ATT-PRV,Privacy & Data Handling,Yes,2025-12-09,2025-11-30,Completed,0,DPT-026
ATR-002080,EMP-00647,ATT-INS,Insider Trading Window,Yes,2026-02-28,2026-02-09,Completed,0,DPT-026
ATR-002081,EMP-00648,ATT-COI,Conflict of Interest,Yes,2025-10-16,2025-10-07,Completed,0,DPT-007
ATR-002082,EMP-00648,ATT-COC,Code of Conduct Attestation,Yes,2025-07-14,2025-06-28,Completed,0,DPT-007
ATR-002083,EMP-00648,ATT-PRV,Privacy & Data Handling,Yes,2025-11-25,2025-11-09,Completed,0,DPT-007
ATR-002084,EMP-00648,ATT-INS,Insider Trading Window,Yes,2026-04-01,2026-03-31,Completed,0,DPT-007
ATR-002085,EMP-00649,ATT-COI,Conflict of Interest,Yes,2026-02-14,2026-01-29,Completed,0,DPT-019
ATR-002086,EMP-00649,ATT-COC,Code of Conduct Attestation,Yes,2026-05-14,2026-04-28,Completed,0,DPT-019
ATR-002087,EMP-00649,ATT-PRV,Privacy & Data Handling,Yes,2025-12-27,2025-12-13,Completed,0,DPT-019
ATR-002088,EMP-00649,ATT-INS,Insider Trading Window,Yes,2026-05-03,2026-04-26,Completed,0,DPT-019
ATR-002089,EMP-00650,ATT-COI,Conflict of Interest,Yes,2025-08-17,2025-08-16,Completed,0,DPT-021
ATR-002090,EMP-00650,ATT-COC,Code of Conduct Attestation,Yes,2025-10-20,2025-10-03,Completed,0,DPT-021
ATR-002091,EMP-00650,ATT-PRV,Privacy & Data Handling,Yes,2025-10-07,2025-09-23,Completed,0,DPT-021
ATR-002092,EMP-00650,ATT-INS,Insider Trading Window,Yes,2026-01-17,2026-01-14,Completed,0,DPT-021
ATR-002093,EMP-00652,ATT-COI,Conflict of Interest,Yes,2026-04-15,2026-04-07,Completed,0,DPT-021
ATR-002094,EMP-00652,ATT-COC,Code of Conduct Attestation,Yes,2025-10-19,,Overdue,217,DPT-021
ATR-002095,EMP-00652,ATT-PRV,Privacy & Data Handling,Yes,2026-04-13,2026-04-08,Completed,0,DPT-021
ATR-002096,EMP-00652,ATT-INS,Insider Trading Window,Yes,2026-03-09,2026-02-18,Completed,0,DPT-021
ATR-002097,EMP-00653,ATT-COI,Conflict of Interest,Yes,2026-04-07,2026-03-26,Completed,0,DPT-021
ATR-002098,EMP-00653,ATT-COC,Code of Conduct Attestation,Yes,2026-03-14,2026-03-08,Completed,0,DPT-021
ATR-002099,EMP-00653,ATT-PRV,Privacy & Data Handling,Yes,2026-03-11,2026-02-23,Completed,0,DPT-021
ATR-002100,EMP-00653,ATT-INS,Insider Trading Window,Yes,2026-04-03,2026-04-02,Completed,0,DPT-021
ATR-002101,EMP-00656,ATT-COI,Conflict of Interest,Yes,2025-10-15,2025-10-13,Completed,0,DPT-013
ATR-002102,EMP-00656,ATT-COC,Code of Conduct Attestation,Yes,2026-05-16,2026-05-15,Completed,0,DPT-013
ATR-002103,EMP-00656,ATT-PRV,Privacy & Data Handling,Yes,2026-02-07,2026-01-19,Completed,0,DPT-013
ATR-002104,EMP-00656,ATT-INS,Insider Trading Window,Yes,2025-11-28,2025-11-08,Completed,0,DPT-013
ATR-002105,EMP-00658,ATT-COI,Conflict of Interest,Yes,2026-01-21,2026-01-03,Completed,0,DPT-021
ATR-002106,EMP-00658,ATT-COC,Code of Conduct Attestation,Yes,2025-11-19,2025-11-18,Completed,0,DPT-021
ATR-002107,EMP-00658,ATT-PRV,Privacy & Data Handling,Yes,2025-12-26,2025-12-22,Completed,0,DPT-021
ATR-002108,EMP-00658,ATT-INS,Insider Trading Window,Yes,2026-01-23,2026-01-17,Completed,0,DPT-021
ATR-002109,EMP-00659,ATT-COI,Conflict of Interest,Yes,2026-02-18,2026-02-17,Completed,0,DPT-002
ATR-002110,EMP-00659,ATT-COC,Code of Conduct Attestation,Yes,2026-04-15,2026-04-11,Completed,0,DPT-002
